TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,Player_ID,PLAYER_NAME,MINS,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PACE_PER40,POSS,PIE,Game_ID
1610612761,TOR,Toronto,1630534,Ochai Agbaji,35.62,102.6,113,-10.4,0,0,0,0.087,0.059,0.075,0,1,1,0.13,104.45,87.04,78,0.168,22401178
1610612761,TOR,Toronto,1630567,Scottie Barnes,30.52,88.4,104.4,-16,0.25,1,8.6,0.043,0.219,0.115,8.6,0.48,0.456,0.381,107.74,89.79,69,0.12,22401178
1610612761,TOR,Toronto,1642367,Jonathan Mogbo,37.92,101.2,125.3,-24.1,0.276,2.67,29.6,0.061,0.152,0.098,11.1,0.25,0.25,0.2,105.07,87.56,83,0.029,22401178
1610612761,TOR,Toronto,1642419,Jamison Battle,37.43,98.8,124.4,-25.6,0.036,1,6.7,0.021,0.121,0.062,6.7,0.423,0.423,0.152,104.52,87.1,81,0.039,22401178
1610612761,TOR,Toronto,1642347,Jamal Shead,33.45,81.9,114.7,-32.7,0.25,1.67,23.8,0,0,0,14.3,0.292,0.349,0.198,105.47,87.89,72,0.007,22401178
1610612761,TOR,Toronto,1630639,A.J. Lawson,31.63,105.9,120.6,-14.7,0.083,0,13.3,0.05,0.32,0.154,0,0.35,0.475,0.159,103.18,85.99,68,0.085,22401178
1610612761,TOR,Toronto,202066,Garrett Temple,33.43,100,118.9,-18.9,0.125,0,18.8,0.091,0.038,0.071,0,0.417,0.466,0.146,106.22,88.52,74,0.073,22401178
1610612742,DAL,Dallas,1629023,P.J. Washington,26.97,131.1,95,36.1,0.148,0,30.8,0.091,0.15,0.129,0,0.875,0.788,0.134,107.69,89.74,61,0.15,22401178
1610612742,DAL,Dallas,203076,Anthony Davis,30.47,122.1,91.2,30.9,0.417,5,32.3,0.115,0.217,0.181,6.5,0.583,0.609,0.276,107.13,89.28,68,0.241,22401178
1610612742,DAL,Dallas,1641726,Dereck Lively II,17.82,142.5,66.7,75.8,0,0,0,0.176,0.286,0.244,12.5,0.714,0.714,0.167,110.46,92.05,40,0.192,22401178
1610612742,DAL,Dallas,202691,Klay Thompson,18.72,112.2,100,12.2,0.118,0,20,0,0.038,0.022,0,0.438,0.438,0.17,105.15,87.62,41,0.079,22401178
1610612742,DAL,Dallas,1630230,Naji Marshall,28.37,108.2,82.3,25.9,0.208,1.67,29.4,0,0.053,0.029,17.6,0.389,0.389,0.169,104.07,86.72,61,0.047,22401178
