GAME_DATE,last_name,first_name,Current Status,Reason
2023-10-25,Matthews,Wesley,Out,Injury/Illness-RightCalf;MildStrain
2023-10-25,Bouknight,James,Out,Injury/Illness-LeftKnee;Surgery
2023-10-25,Martin,Cody,Out,Injury/Illness-LeftKnee;Soreness
2023-10-25,McGowens,Bryce,Doubtful,Injury/Illness-LeftAnkle;Sprain
2023-10-25,Ntilikina,Frank,Out,Injury/Illness-Lefttibia;Fracture
2023-10-25,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Stress
Reaction"
2023-10-25,Oladipo,Victor,Out,"Injury/Illness-LeftPatellarTendon;
Repair"
2023-10-25,Harris,Gary,Questionable,Injury/Illness-LeftAdductor;Strain
2023-10-25,Harris,Kevon,Out,Injury/Illness-RightKnee;Sore
2023-10-25,Davis,Johnny,Out,"Injury/Illness-LeftElbow;Leftelbow
UCLsprain"
2023-10-25,Gill,Anthony,Out,"Injury/Illness-LeftHamstring;Left
hamstringstrain"
2023-10-25,Shamet,Landry,Out,Injury/Illness-LeftToe;Left1sttoe
2023-10-25,Allen,Jarrett,Out,"Injury/Illness-LeftAnkle;Bone
Bruise"
2023-10-25,Garland,Darius,Questionable,Injury/Illness-LeftHamstring;Strain
2023-10-25,Wade,Dean,Doubtful,Injury/Illness-Illness;Illness
2023-10-25,Whitehead,Dariq,Out,"Injury/Illness-RightFoot;
Surgery/Rehab"
2023-10-25,Bogdanovic,Bojan,Out,Injury/Illness-RightCalf;Strain
2023-10-25,Livers,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-25,Morris,Monte,Out,"Injury/Illness-RightQuadriceps;
Strain"
2023-10-25,Highsmith,Haywood,Out,Injury/Illness-LeftKnee;Sprain
2023-10-25,Richardson,Josh,Out,Injury/Illness-LeftFoot;Discomfort
2023-10-25,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2023-10-25,McDaniels,Jaden,Out,Injury/Illness-LeftCalf;Strain
2023-10-25,Koloko,Christian,Out,Injury/Illness-Illness;Respiratory
2023-10-25,Alvarado,Jose,Out,Injury/Illness-RightAnkle;Sprain
2023-10-25,Marshall,Naji,Out,Injury/Illness-RightKnee;Contusion
2023-10-25,MurphyIII,Trey,Out,"Injury/Illness-LeftKnee;Partial
Meniscectomy"
2023-10-25,Adams,Steven,Out,Injury/Illness-RightKnee;PCLSprain
2023-10-25,Aldama,Santi,Out,Injury/Illness-RightAnkle;Sprain
2023-10-25,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2023-10-25,Williams,Jaylin,Out,"Injury/Illness-RightHamstring;
Strain"
2023-10-25,Williams,Kenrich,Out,Injury/Illness-LowBack;Spasms
2023-10-25,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2023-10-25,Duarte,Chris,Questionable,Injury/Illness-LeftKnee;Soreness
2023-10-25,Lyles,Trey,Out,Injury/Illness-LeftCalf;Strain
2023-10-25,Doncic,Luka,Questionable,Injury/Illness-LeftCalf;Strain
2023-10-25,Hardy,Jaden,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-10-25,Powell,Dwight,Questionable,Injury/Illness-Illness;Illness
2023-10-25,Collins,Zach,Questionable,Injury/Illness-“”;Non-CovidIllness
2023-10-25,Wainright,Ish,Out,Injury/Illness-RightCalf;Strain
2023-10-25,BostonJr.,Brandon,Out,"Injury/Illness-Leftquadriceps;
Tendinopathy"
2023-10-25,Hyland,Bones,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-10-25,Mann,Terance,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-26,Beal,Bradley,Doubtful,Injury/Illness-LowBack;Tightness
2023-10-26,Booker,Devin,Doubtful,Injury/Illness-LeftFoot;Soreness
2023-10-26,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2023-10-26,Hood-Schifino,Jalen,Out,"Injury/Illness-RightPatella;
Contusion"
2023-10-26,Reddish,Cam,Probable,Injury/Illness-RightFoot;Soreness
2023-10-26,Vanderbilt,Jarred,Out,Injury/Illness-LeftHeel;Bursitis
2023-10-27,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Surgery
2023-10-27,Huff,Jay,Out,Injury/Illness-RightRib;Fracture
2023-10-27,Adams,Steven,Out,Injury/Illness-RightKnee;PCLSprain
2023-10-27,Aldama,Santi,Out,Injury/Illness-RightAnkle;Sprain
2023-10-27,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2023-10-27,Kennard,Luke,Out,"Injury/Illness-Concussion;
ConcussionProtocol"
2023-10-27,Bogdanovic,Bojan,Out,Injury/Illness-RightCalf;Strain
2023-10-27,Livers,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-27,Morris,Monte,Out,"Injury/Illness-RightQuadriceps;
Strain"
2023-10-27,Bouknight,James,Out,Injury/Illness-LeftKnee;Surgery
2023-10-27,Martin,Cody,Out,Injury/Illness-LeftKnee;Soreness
2023-10-27,McGowens,Bryce,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-10-27,Ntilikina,Frank,Out,Injury/Illness-LeftTibia;Fracture
2023-10-27,Highsmith,Haywood,Out,Injury/Illness-LeftKnee;Sprain
2023-10-27,JaquezJr.,Jaime,Probable,Injury/Illness-LeftGroin;Strain
2023-10-27,Martin,Caleb,Probable,Injury/Illness-LeftKnee;Tendinosis
2023-10-27,Richardson,Josh,Out,Injury/Illness-RightFoot;Discomfort
2023-10-27,Robinson,Duncan,Probable,Injury/Illness-LeftFoot;Sprain
2023-10-27,Matthews,Wesley,Out,Injury/Illness-RightCalf;MildStrain
2023-10-27,Williams,Jaylin,Out,"Injury/Illness-RightHamstring;
Strain"
2023-10-27,Williams,Kenrich,Out,Injury/Illness-LowBack;Spasms
2023-10-27,Allen,Jarrett,Out,"Injury/Illness-LeftAnkle;Bone
Bruise"
2023-10-27,Garland,Darius,Questionable,Injury/Illness-LeftHamstring;Strain
2023-10-27,Wade,Dean,Questionable,Injury/Illness-Illness;Illness
2023-10-27,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Stress
Reaction"
2023-10-27,Landale,Jock,Out,"Injury/Illness-Head;Concussion
Protocol"
2023-10-27,Oladipo,Victor,Out,"Injury/Illness-LeftPatellarTendon;
Repair"
2023-10-27,Koloko,Christian,Out,"Injury/Illness-Illness;Respiratory
issue"
2023-10-27,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2023-10-27,Claxton,Nic,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-27,Whitehead,Dariq,Out,"Injury/Illness-RightFoot;
Surgery/Rehab"
2023-10-27,BostonJr.,Brandon,Out,"Injury/Illness-LeftQuadriceps;
Tendinopathy"
2023-10-27,Mann,Terance,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-27,Green,Draymond,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-27,Lyles,Trey,Out,Injury/Illness-LeftCalf;Strain
2023-10-27,Slawson,Jalen,Questionable,Injury/Illness-N/A;Illness
2023-10-27,Harris,Kevon,Out,Injury/Illness-RightKnee;Sore
2023-10-27,Simons,Anfernee,Probable,Injury/Illness-RightThumb;Sprain
2023-10-27,Wainright,Ish,Out,Injury/Illness-RightCalf;Strain
2023-10-28,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2023-10-28,LaVine,Zach,Probable,"Injury/Illness-BilateralLowBack;
Spasms"
2023-10-28,Davis,Johnny,Out,"Injury/Illness-LeftElbow;Leftelbow
UCLsprain"
2023-10-28,Shamet,Landry,Out,"Injury/Illness-LeftToe;Left1sttoe
fracture"
2023-10-28,Alvarado,Jose,Out,Injury/Illness-RightAnkle;Sprain
2023-10-28,Marshall,Naji,Out,Injury/Illness-RightKnee;Contusion
2023-10-28,MurphyIII,Trey,Out,"Injury/Illness-LeftKnee;Partial
Meniscectomy"
2023-10-28,Haliburton,Tyrese,Questionable,Injury/Illness-N/a;Non-COVID
2023-10-28,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2023-10-28,McDaniels,Jaden,Doubtful,Injury/Illness-LeftCalf;Strain
2023-10-28,Beal,Bradley,Out,Injury/Illness-LowBack;Spasms
2023-10-28,Booker,Devin,Doubtful,Injury/Illness-LeftAnkle;Sprain
2023-10-28,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2023-10-29,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Surgery
2023-10-29,Huff,Jay,Out,Injury/Illness-RightRib;Fracture
2023-10-29,Williams,Jaylin,Out,"Injury/Illness-RightHamstring;
Strain"
2023-10-29,Williams,Kenrich,Out,Injury/Illness-LowBack;Spasms
2023-10-29,Matthews,Wesley,Out,Injury/Illness-RightCalf;MildStrain
2023-10-29,Middleton,Khris,Out,"Injury/Illness-RightKnee;Injury
Management"
2023-10-29,Curry,Stephen,Questionable,Injury/Illness-LeftFoot;Soreness
2023-10-29,Green,Draymond,Probable,Injury/Illness-LeftAnkle;Sprain
2023-10-29,Kuminga,Jonathan,Questionable,Injury/Illness-LeftFoot;Soreness
2023-10-29,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Stress
Reaction"
2023-10-29,Hinton,Nate,Probable,Injury/Illness-RightAnkle;Sprain
2023-10-29,Landale,Jock,Out,"Injury/Illness-Head;Concussion
Protocol"
2023-10-29,Oladipo,Victor,Out,Injury/Illness-LeftPatellarTendon;
2023-10-29,Simons,Anfernee,Out,"Injury/Illness-RightThumb;
LigamentTear"
2023-10-29,Wainright,Ish,Out,Injury/Illness-RightCalf;Strain
2023-10-29,Hood-Schifino,Jalen,Out,"Injury/Illness-RightPatella;
Contusion"
2023-10-29,Reddish,Cam,Probable,Injury/Illness-RightFoot;Soreness
2023-10-29,Vanderbilt,Jarred,Out,Injury/Illness-LeftHeel;Bursitis
2023-10-29,Lyles,Trey,Out,Injury/Illness-LeftCalf;Strain
2023-10-29,BostonJr.,Brandon,Out,"Injury/Illness-LeftQuadriceps;
tendinopathy"
2023-10-29,Mann,Terance,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-30,Claxton,Nic,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-30,Johnson,Cameron,Out,"Injury/Illness-LeftCalf;
Strain/Contusion"
2023-10-30,Bouknight,James,Out,Injury/Illness-LeftKnee;Surgery
2023-10-30,Martin,Cody,Out,"Injury/Illness-LeftKnee;Injury
Recovery"
2023-10-30,Ntilikina,Frank,Out,"Injury/Illness-LeftTibia;Non-
displacedFracture"
2023-10-30,Queta,Neemias,Out,Injury/Illness-RightFoot;Soreness
2023-10-30,Gafford,Daniel,Questionable,"Injury/Illness-LeftAnkle;Leftankle
sprain"
2023-10-30,Shamet,Landry,Out,Injury/Illness-LeftToe;Left1sttoe
2023-10-30,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2023-10-30,LaVine,Zach,Probable,"Injury/Illness-BilateralLowBack;
Spams"
2023-10-30,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2023-10-30,McDaniels,Jaden,Questionable,Injury/Illness-LeftCalf;Strain
2023-10-30,Achiuwa,Precious,Doubtful,Injury/Illness-LeftGroin;Strain
2023-10-30,Anunoby,O.G.,Questionable,"Injury/Illness-BilateralLeg;Muscle
cramp"
2023-10-30,Koloko,Christian,Out,"Injury/Illness-Illness;Respiratory
issue"
2023-10-30,Adams,Steven,Out,Injury/Illness-RightKnee;PCLSprain
2023-10-30,Aldama,Santi,Out,Injury/Illness-RightAnkle;Sprain
2023-10-30,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2023-10-30,Kennard,Luke,Out,"Injury/Illness-Concussion;
ConcussionProtocol"
2023-10-30,Bogdanovic,Bojan,Out,Injury/Illness-RightCalf;Strain
2023-10-30,Livers,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-30,Morris,Monte,Out,"Injury/Illness-RightQuadriceps;
Strain"
2023-10-30,Wiseman,James,Probable,Injury/Illness-LeftDigit;Sprain
2023-10-30,Alvarado,Jose,Out,Injury/Illness-RightAnkle;Sprain
2023-10-30,Marshall,Naji,Out,Injury/Illness-RightKnee;Contusion
2023-10-30,MurphyIII,Trey,Out,"Injury/Illness-LeftKnee;Partial
Meniscectomy"
2023-10-30,Highsmith,Haywood,Out,Injury/Illness-LeftKnee;Sprain
2023-10-30,JaquezJr.,Jaime,Available,Injury/Illness-LeftGroin;Strain
2023-10-30,Love,Kevin,Probable,"Injury/Illness-LeftShoulder;
Contusion"
2023-10-30,Martin,Caleb,Doubtful,Injury/Illness-LeftKnee;Tendinosis
2023-10-30,Richardson,Josh,Doubtful,"Injury/Illness-RightHeel;
Tendinopathy"
2023-10-30,Robinson,Duncan,Available,Injury/Illness-LeftFoot;Sprain
2023-10-30,Agbaji,Ochai,Questionable,Injury/Illness-RightKnee;Contusion
2023-10-31,Allen,Jarrett,Out,"Injury/Illness-LeftAnkle;Bone
Bruise"
2023-10-31,Garland,Darius,Out,Injury/Illness-LeftHamstring;Strain
2023-10-31,Jerome,Ty,Out,Injury/Illness-RightAnkle;Sprain
2023-10-31,Mitchell,Donovan,Questionable,"Injury/Illness-RightHamstring;
Soreness"
2023-10-31,Beal,Bradley,Out,Injury/Illness-LowBack;Spasms
2023-10-31,Booker,Devin,Doubtful,Injury/Illness-LeftAnkle;Sprain
2023-10-31,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2023-10-31,BostonJr.,Brandon,Out,"Injury/Illness-LeftQuadriceps;
Tendinopathy"
2023-10-31,Mann,Terance,Out,Injury/Illness-LeftAnkle;Sprain
2023-10-31,Powell,Norman,Questionable,Injury/Illness-LeftFoot;Soreness
2023-10-31,Zubac,Ivica,Questionable,Injury/Illness-RightThigh;Contusion
2023-11-01,Beauchamp,MarJon,Probable,Injury/Illness-N/a;Illness
2023-11-01,Achiuwa,Precious,Doubtful,Injury/Illness-LeftGroin;Strain
2023-11-01,Koloko,Christian,Out,"Injury/Illness-Illness;Respiratory
issue"
2023-11-01,Simons,Anfernee,Out,"Injury/Illness-RightThumb;
LigamentTear"
2023-11-01,Wainright,Ish,Out,Injury/Illness-RightCalf;Strain
2023-11-01,Bogdanovic,Bojan,Out,Injury/Illness-RightCalf;Strain
2023-11-01,Duren,Jalen,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-11-01,Livers,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2023-11-01,Morris,Monte,Out,"Injury/Illness-RightQuadriceps;
Strain"
2023-11-01,Claxton,Nic,Out,Injury/Illness-LeftAnkle;Sprain
2023-11-01,Dinwiddie,Spencer,Doubtful,Injury/Illness-LeftAnkle;Sprain
2023-11-01,Johnson,Cameron,Out,Injury/Illness-LeftCalf;Strain
2023-11-01,SmithJr.,Dennis,Doubtful,Injury/Illness-LeftHip;Contusion
2023-11-01,Adebayo,Bam,Probable,Injury/Illness-LeftHip;Contusion
2023-11-01,Butler,Jimmy,Questionable,Injury/Illness-RightKnee;Tendinitis
2023-11-01,Highsmith,Haywood,Questionable,Injury/Illness-LeftKnee;Sprain
2023-11-01,Love,Kevin,Available,"Injury/Illness-LeftShoulder;
Contusion"
2023-11-01,Martin,Caleb,Out,Injury/Illness-LeftKnee;Tendinosis
2023-11-01,Richardson,Josh,Available,"Injury/Illness-RightHeel;
Tendinopathy"
2023-11-01,Robinson,Duncan,Available,Injury/Illness-LeftFoot;Sprain
2023-11-01,Haliburton,Tyrese,Questionable,Injury/Illness-RightAnkle;Sprain
2023-11-01,Mathurin,Bennedict,Questionable,"Injury/Illness-RightElbow;Bone
Contusion"
2023-11-01,Smith,Jalen,Questionable,"Injury/Illness-LeftKnee;Capsular
Sprain"
2023-11-01,Queta,Neemias,Doubtful,Injury/Illness-RightFoot;Soreness
2023-11-01,Alvarado,Jose,Out,Injury/Illness-RightAnkle;Sprain
2023-11-01,Ingram,Brandon,Questionable,Injury/Illness-RightKnee;Soreness
2023-11-01,Marshall,Naji,Out,Injury/Illness-RightKnee;Contusion
2023-11-01,MurphyIII,Trey,Out,"Injury/Illness-LeftKnee;Partial
Meniscectomy"
2023-11-01,Williams,Jaylin,Out,"Injury/Illness-RightHamstring;
Strain"
2023-11-01,Williams,Kenrich,Out,Injury/Illness-LowBack;Spasms
2023-11-01,Gafford,Daniel,Questionable,"Injury/Illness-LeftAnkle;Leftankle
sprain"
2023-11-01,Matthews,Wesley,Out,Injury/Illness-RightCalf;MildStrain
2023-11-01,Young,Trae,Questionable,"Injury/Illness-RightAchilles;
Inflammation"
2023-11-01,Bouknight,James,Out,Injury/Illness-LeftKnee;Surgery
2023-11-01,Martin,Cody,Out,"Injury/Illness-LeftKnee;Injury
Recovery"
2023-11-01,Ntilikina,Frank,Out,"Injury/Illness-LeftTibia;Non-
displacedfracture"
2023-11-01,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Stress
Reaction"
2023-11-01,Oladipo,Victor,Out,"Injury/Illness-LeftPatellarTendon;
Repair"
2023-11-01,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Surgery
2023-11-01,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2023-11-01,McDaniels,Jaden,Probable,Injury/Illness-LeftCalf;Strain
2023-11-01,Milton,Shake,Probable,Injury/Illness-LeftFoot;Soreness
2023-11-01,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2023-11-01,LaVine,Zach,Probable,"Injury/Illness-BilateralLowBack;
Spasms"
2023-11-01,Irving,Kyrie,Questionable,Injury/Illness-LeftFoot;Sprain
2023-11-01,Adams,Steven,Out,Injury/Illness-RightKnee;PCLSprain
2023-11-01,Aldama,Santi,Out,Injury/Illness-RightAnkle;Sprain
2023-11-01,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2023-11-01,Rose,Derrick,Out,Injury/Illness-LeftKnee;Soreness
2023-11-01,Hachimura,Rui,Doubtful,Injury/Illness-LeftEye;Contusion
2023-11-01,Hood-Schifino,Jalen,Out,Injury/Illness-RightPatella;
2023-11-01,Reddish,Cam,Probable,Injury/Illness-RightFoot;Soreness
2023-11-01,Vanderbilt,Jarred,Out,Injury/Illness-LeftHeel;Bursitis
2023-11-01,Fox,De'Aaron,Out,Injury/Illness-RightAnkle;Sprain
2023-11-01,Lyles,Trey,Out,Injury/Illness-LeftCalf;Strain
2023-11-01,Kuminga,Jonathan,Questionable,Injury/Illness-LeftKnee;Contusion
2023-11-01,Saric,Dario,Probable,Injury/Illness-RightHip;Contusion
2023-11-01,Thompson,Klay,Probable,Injury/Illness-RightKnee;Soreness
2023-11-02,Beal,Bradley,Out,Injury/Illness-LowBack;Spasms
2023-11-02,Booker,Devin,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-11-02,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2023-11-03,Allen,Jarrett,Questionable,"Injury/Illness-LeftAnkle;Bone
Bruise"
2023-11-03,Garland,Darius,Questionable,Injury/Illness-LeftHamstring;Strain
2023-11-03,Jerome,Ty,Out,Injury/Illness-RightAnkle;Sprain
2023-11-03,Haliburton,Tyrese,Questionable,Injury/Illness-RightAnkle;Sprain
2023-11-03,Smith,Jalen,Questionable,"Injury/Illness-LeftKnee;Capsular
Sprain"
2023-11-03,Barrett,RJ,Questionable,Injury/Illness-LeftKnee;Sore
2023-11-03,JacksonJr.,Andre,Questionable,Injury/Illness-LeftHip;Contusion
2023-11-03,Claxton,Nic,Out,Injury/Illness-LeftAnkle;Sprain
2023-11-03,Dinwiddie,Spencer,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-11-03,Johnson,Cameron,Out,Injury/Illness-LeftCalf;Strain
2023-11-03,SmithJr.,Dennis,Questionable,Injury/Illness-LeftHip;Contusion
2023-11-03,Ball,Lonzo,Out,Injury/Illness-LeftKnee;Surgery
2023-11-03,Dosunmu,Ayo,Questionable,"Injury/Illness-UpperRespiratory;
Illness"
2023-11-03,LaVine,Zach,Probable,"Injury/Illness-BilateralLowBack;
Spasm"
2023-11-03,Gilgeous-Alexander,Shai,Out,Injury/Illness-LeftKnee;Sprain
2023-11-03,Williams,Jaylin,Questionable,"Injury/Illness-RightHamstring;
Strain"
2023-11-03,Williams,Kenrich,Out,Injury/Illness-LowBack;Spasms
2023-11-03,Gafford,Daniel,Questionable,"Injury/Illness-LeftAnkle;Leftankle
sprain"
2023-11-03,Kispert,Corey,Questionable,"Injury/Illness-LeftAnkle;Leftankle
sprain"
2023-11-03,Adebayo,Bam,Available,Injury/Illness-LeftHip;Contusion
2023-11-03,Butler,Jimmy,Probable,Injury/Illness-RightKnee;Tendinitis
2023-11-03,Highsmith,Haywood,Available,Injury/Illness-LeftKnee;Sprain
2023-11-03,JaquezJr.,Jaime,Available,Injury/Illness-RightCalf;Strain
2023-11-03,Love,Kevin,Available,"Injury/Illness-LeftShoulder;
Contusion"
2023-11-03,Martin,Caleb,Out,Injury/Illness-LeftKnee;Tendinosis
2023-11-03,Smith,Dru,Available,"Injury/Illness-RightShoulder;
Contusion"
2023-11-03,Irving,Kyrie,Questionable,Injury/Illness-LeftFoot;Sprain
2023-11-03,Kleber,Maxi,Questionable,"Injury/Illness-RightSmallToe;
Dislocation"
2023-11-03,Braun,Christian,Probable,Injury/Illness-RightShin;Strain
2023-11-03,Cancar,Vlatko,Out,Injury/Illness-LeftKnee;Surgery
2023-11-03,Jokic,Nikola,Probable,Injury/Illness-LowBack;Pain
2023-11-03,Murray,Jamal,Probable,"Injury/Illness-RightQuadriceps;
Contusion"
2023-11-03,Adams,Steven,Out,Injury/Illness-RightKnee;PCLSprain
2023-11-03,Aldama,Santi,Doubtful,Injury/Illness-RightAnkle;Sprain
2023-11-03,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2023-11-03,Rose,Derrick,Out,Injury/Illness-LeftKnee;Soreness
2023-11-03,Henderson,Scoot,Out,Injury/Illness-RightAnkle;Sprain
2023-11-03,Sharpe,Shaedon,Probable,Injury/Illness-RightThumb;Sprain
2023-11-03,Simons,Anfernee,Out,"Injury/Illness-RightThumb;
LigamentTear"
2023-11-03,Wainright,Ish,Out,Injury/Illness-RightCalf;Strain
2023-11-04,Beal,Bradley,Out,Injury/Illness-LowBack;Spasms
2023-11-04,Booker,Devin,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-11-04,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2023-11-04,Bufkin,Kobe,Out,Injury/Illness-LeftThumb;Fracture
2023-11-04,Matthews,Wesley,Out,Injury/Illness-RightCalf;MildStrain
2023-11-04,Alvarado,Jose,Out,Injury/Illness-RightAnkle;Sprain
2023-11-04,Ingram,Brandon,Questionable,Injury/Illness-RightKnee;Tendinitis
2023-11-04,Marshall,Naji,Out,Injury/Illness-RightKnee;Contusion
2023-11-04,MurphyIII,Trey,Out,"Injury/Illness-LeftKnee;Partial
Meniscectomy"
2023-11-04,Bouknight,James,Out,Injury/Illness-LeftKnee;Surgery
2023-11-04,Martin,Cody,Out,"Injury/Illness-LeftKnee;Injury
Recovery"
2023-11-04,Ntilikina,Frank,Out,"Injury/Illness-LeftTibia;Non-
displacedfracture"
2023-11-04,Hachimura,Rui,Out,Injury/Illness-Concussion;Protocol
2023-11-04,Hood-Schifino,Jalen,Out,"Injury/Illness-RightPatella;
Contusion"
2023-11-04,Prince,Taurean,Questionable,"Injury/Illness-LeftPatellar;
Tendonitis"
2023-11-04,Vanderbilt,Jarred,Out,Injury/Illness-LeftHeel;Bursitis
2023-11-04,Vincent,Gabe,Out,Injury/Illness-LeftKnee;Effusion
2023-11-04,CarterJr.,Wendell,Out,"Injury/Illness-LeftHand;Fractured
thirdmetacarpal"
2023-11-04,Fultz,Markelle,Questionable,Injury/Illness-LeftKnee;Swelling
2023-11-04,Harris,Gary,Out,Injury/Illness-RightGroin;Strain
2023-11-04,Queta,Neemias,Out,"Injury/Illness-RightFoot;Injury
Management"
2023-11-04,Fox,De'Aaron,Out,Injury/Illness-RightAnkle;Sprain
2023-11-04,Lyles,Trey,Out,Injury/Illness-LeftCalf;Strain
2023-11-04,Eason,Tari,Out,"Injury/Illness-LeftLowerLeg;Stress
Reaction"
2023-11-04,Oladipo,Victor,Out,"Injury/Illness-LeftPatellarTendon;
Repair"
2023-11-04,Thompson,Amen,Out,Injury/Illness-RightAnkle;Sprain
2023-11-04,Clark,Jaylen,Out,"Injury/Illness-RightAchillesTendon;
RuptureRehab"
2023-11-05,Beal,Bradley,Out,Injury/Illness-LowBack;Spasms
2023-11-05,Booker,Devin,Out,Injury/Illness-RightCalf;Strain
2023-11-05,Lee,Damion,Out,"Injury/Illness-RightMeniscus;
Surgery"
2023-11-05,Bogdanovic,Bojan,Out,Injury/Illness-RightCalf;Strain
2023-11-05,Burks,Alec,Doubtful,"Injury/Illness-LeftForearm;
Contusion"
2023-11-05,Livers,Isaiah,Out,Injury/Illness-LeftAnkle;Sprain
2023-11-05,Morris,Monte,Out,"Injury/Illness-RightQuadriceps;
Strain"
2023-11-05,Achiuwa,Precious,Doubtful,Injury/Illness-LeftGroin;strain
2023-11-05,Koloko,Christian,Out,"Injury/Illness-Illness;Respiratory
issue"
2023-11-05,Vassell,Devin,Out,Injury/Illness-LeftAdductor;Strain
2023-11-05,Thompson,Klay,Questionable,"Injury/Illness-RightAdductor;
Tightness"
2023-11-05,Jerome,Ty,Out,Injury/Illness-RightAnkle;Sprain
2023-11-05,Okoro,Isaac,Questionable,Injury/Illness-LeftKnee;Soreness
2023-11-05,Irving,Kyrie,Probable,Injury/Illness-LeftFoot;Sprain
2023-11-05,Kleber,Maxi,Out,"Injury/Illness-RightSmallToe;
Dislocation"
2023-11-05,Morris,Markieff,Questionable,"Injury/Illness-Illness;Non-COVID
Illness"
2023-11-05,Adams,Steven,Out,Injury/Illness-RightKnee;PCLSprain
2023-11-05,Aldama,Santi,Questionable,Injury/Illness-RightAnkle;Sprain
2023-11-05,Clarke,Brandon,Out,"Injury/Illness-LeftAchilles;Tendon
Repair"
2023-11-05,Konchar,John,Out,Injury/Illness-RightHip;Strain
2023-11-05,Rose,Derrick,Out,Injury/Illness-LeftKnee;Soreness
2023-11-05,Camara,Toumani,Questionable,Injury/Illness-LeftWrist;Sprain
2023-11-05,Henderson,Scoot,Out,Injury/Illness-RightAnkle;Sprain
2023-11-05,Simons,Anfernee,Out,"Injury/Illness-RightThumb;
LigamentTear"
2023-11-05,Wainright,Ish,Out,Injury/Illness-RightCalf;Strain
2023-11-06,CarterJr.,Wendell,Out,"Injury/Illness-LeftHand;Fractured
thirdmetacarpal"
2023-11-06,Fultz,Markelle,Questionable,Injury/Illness-LeftKnee;Swelling
2023-11-06,Harris,Gary,Out,Injury/Illness-RightGroin;Strained
2023-11-06,Avdija,Deni,Questionable,"Injury/Illness-LeftAnkle;Leftankle
sprain"
2023-11-06,Gafford,Daniel,Questionable,"Injury/Illness-LeftAnkle;Leftankle
contusion"
2023-11-06,Kispert,Corey,Questionable,"Injury/Illness-LeftAnkle;Leftankle
sprain"
2023-11-06,BostonJr.,Brandon,Out,"Injury/Illness-LeftQuadriceps;
Tendinopathy"
2023-11-06,Mann,Terance,Out,Injury/Illness-LeftAnkle;Sprain
2023-11-06,Barrett,RJ,Questionable,"Injury/Illness-LeftKnee;Patellar
Tendinopathy"
2023-11-06,Hachimura,Rui,Out,Injury/Illness-Concussion;Protocol
2023-11-06,Hayes,Jaxson,Questionable,Injury/Illness-LeftAnkle;Sprain
2023-11-06,Hood-Schifino,Jalen,Out,"Injury/Illness-RightPatella;
Contusion"
