TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,Player_ID,PLAYER_NAME,MINS,SPD,DIST,TCHS,PASS,CFGA,UFGA,DFGA,Game_ID
1610612761,TOR,Toronto,1642419,Jamison Battle,42.35,4.36,3.28,61,41,2,17,7,22401197
1610612761,TOR,Toronto,1630567,Scottie Barnes,36.57,4.41,2.87,91,60,10,13,4,22401197
1610612761,TOR,Toronto,1642367,Jonathan Mogbo,34.92,4.24,2.63,60,43,3,11,5,22401197
1610612761,TOR,Toronto,1630534,Ochai Agbaji,37.52,4.58,3.05,55,36,4,11,3,22401197
1610612761,TOR,Toronto,1642347,Jamal Shead,36.22,4.04,2.6,84,62,5,7,2,22401197
1610612761,TOR,Toronto,1630658,Colin Castleton,29.27,4.21,2.21,36,29,5,2,6,22401197
1610612761,TOR,Toronto,1630639,A.J. Lawson,21.30,4.87,1.88,25,14,3,4,0,22401197
1610612761,TOR,Toronto,202066,Garrett Temple,1.87,4.34,0.15,2,2,0,0,1,22401197
1610612759,SAS,San Antonio,1630577,Julian Champagnie,34.75,4.24,2.64,37,28,3,6,7,22401197
1610612759,SAS,San Antonio,203084,Harrison Barnes,34.20,4.43,2.69,51,34,2,8,3,22401197
1610612759,SAS,San Antonio,202687,Bismack Biyombo,14.05,4.07,0.98,19,15,0,3,2,22401197
1610612759,SAS,San Antonio,1642264,Stephon Castle,37.27,4.13,2.72,78,53,9,7,5,22401197
1610612759,SAS,San Antonio,101108,Chris Paul,33.85,3.76,2.27,60,42,0,13,4,22401197
1610612759,SAS,San Antonio,1630572,Sandro Mamukelashvili,18.97,4.6,1.57,35,24,3,5,5,22401197
1610612759,SAS,San Antonio,1629640,Keldon Johnson,27.20,4.24,2.09,44,23,8,6,3,22401197
1610612759,SAS,San Antonio,1631103,Malaki Branham,16.73,4.62,1.38,21,14,3,1,4,22401197
1610612759,SAS,San Antonio,1631104,Blake Wesley,19.52,4.57,1.61,31,20,1,4,0,22401197
1610612759,SAS,San Antonio,1629162,Jordan McLaughlin,3.47,4.88,0.3,7,5,1,1,0,22401197
1610612761,TOR,Toronto,1630534,Ochai Agbaji,35.62,4.75,2.98,48,35,1,11,6,22401178
1610612761,TOR,Toronto,1630567,Scottie Barnes,30.52,4.27,2.3,69,36,14,11,9,22401178
1610612761,TOR,Toronto,1642367,Jonathan Mogbo,37.92,4.22,2.84,72,50,7,9,9,22401178
1610612761,TOR,Toronto,1642419,Jamison Battle,37.43,4.6,3.04,38,22,3,10,4,22401178
1610612761,TOR,Toronto,1642347,Jamal Shead,33.45,4.09,2.42,69,51,2,10,0,22401178
1610612761,TOR,Toronto,1630639,A.J. Lawson,31.63,4.55,2.58,55,41,3,7,2,22401178
1610612761,TOR,Toronto,202066,Garrett Temple,33.43,4.38,2.6,46,32,4,8,2,22401178
1610612742,DAL,Dallas,1629023,P.J. Washington,26.97,4.36,2.04,45,35,2,6,1,22401178
1610612742,DAL,Dallas,203076,Anthony Davis,30.47,3.82,2.02,77,55,8,10,12,22401178
1610612742,DAL,Dallas,1641726,Dereck Lively II,17.82,4.56,1.41,32,21,5,2,3,22401178
1610612742,DAL,Dallas,202691,Klay Thompson,18.72,4.56,1.49,22,14,2,6,3,22401178
1610612742,DAL,Dallas,1630230,Naji Marshall,28.37,4.03,2.04,48,37,0,9,0,22401178
1610612742,DAL,Dallas,1631108,Max Christie,29.88,4.21,2.24,43,28,3,8,2,22401178
1610612742,DAL,Dallas,1630314,Brandon Williams,22.27,4.44,1.76,47,35,5,3,4,22401178
1610612742,DAL,Dallas,1629655,Daniel Gafford,19.60,4.25,1.51,29,20,2,2,4,22401178
1610612742,DAL,Dallas,1628997,Caleb Martin,20.80,4.27,1.62,46,28,2,7,4,22401178
1610612742,DAL,Dallas,203957,Dant̩ Exum,13.95,4.35,1.08,32,24,0,4,3,22401178
1610612742,DAL,Dallas,1630702,Jaden Hardy,7.52,3.72,0.51,9,6,1,2,1,22401178
1610612742,DAL,Dallas,203939,Dwight Powell,3.65,4,0.27,6,6,0,0,1,22401178
1610612761,TOR,Toronto,1630534,Ochai Agbaji,30.02,4.94,2.66,52,33,6,8,4,22401134
1610612761,TOR,Toronto,1629628,RJ Barrett,28.68,4.46,2.28,72,43,7,9,3,22401134
1610612761,TOR,Toronto,1642367,Jonathan Mogbo,30.37,4.41,2.37,57,46,6,3,11,22401134
1610612761,TOR,Toronto,1642266,Ja'Kobe Walter,17.75,4.81,1.53,27,18,0,6,2,22401134
1610612761,TOR,Toronto,1642347,Jamal Shead,28.97,4.44,2.28,66,51,5,6,2,22401134
1610612761,TOR,Toronto,1642419,Jamison Battle,19.13,4.66,1.61,24,16,1,7,0,22401134
1610612761,TOR,Toronto,1631115,Orlando Robinson,21.70,4.63,1.8,31,20,6,1,7,22401134
1610612761,TOR,Toronto,1630639,A.J. Lawson,22.12,4.89,1.94,36,23,5,4,1,22401134
1610612761,TOR,Toronto,1631306,Cole Swider,23.93,4.66,1.97,34,24,0,7,4,22401134
1610612761,TOR,Toronto,1631197,Jared Rhoden,17.33,4.7,1.44,21,12,3,4,3,22401134
1610612751,BKN,Brooklyn,1630570,Trendon Watford,22.22,4.46,1.73,47,36,2,3,6,22401134
1610612751,BKN,Brooklyn,1630533,Ziaire Williams,23.55,4.54,1.9,34,23,2,3,6,22401134
1610612751,BKN,Brooklyn,1631166,Drew Timme,26.23,4.37,2.05,49,34,8,4,2,22401134
1610612751,BKN,Brooklyn,1630553,Keon Johnson,20.43,4.37,1.56,40,25,4,5,5,22401134
1610612751,BKN,Brooklyn,1641736,Reece Beekman,35.65,4.48,2.84,74,56,9,4,5,22401134
1610612751,BKN,Brooklyn,1630623,Tyson Etienne,32.18,4.94,2.86,48,33,1,6,2,22401134
1610612751,BKN,Brooklyn,1641727,Dariq Whitehead,27.57,4.03,2.01,54,34,4,8,6,22401134
1610612751,BKN,Brooklyn,1641721,Maxwell Lewis,27.02,4.44,2.17,29,15,4,8,5,22401134
1610612751,BKN,Brooklyn,1641787,Tosan Evbuomwan,25.15,4.33,1.94,50,39,3,4,3,22401134
1610612757,POR,Portland,1630166,Deni Avdija,33.48,4.12,2.42,75,42,12,8,3,22401116
1610612757,POR,Portland,1641739,Toumani Camara,24.55,4.51,1.96,32,20,3,5,3,22401116
1610612757,POR,Portland,1642270,Donovan Clingan,29.75,4.03,2.1,35,25,4,2,7,22401116
1610612757,POR,Portland,1631101,Shaedon Sharpe,34.08,4.46,2.75,83,52,8,15,4,22401116
1610612757,POR,Portland,1630625,Dalano Banton,36.88,4.27,2.83,93,64,5,14,5,22401116
1610612757,POR,Portland,1629680,Matisse Thybulle,24.58,4.38,1.93,23,19,2,2,0,22401116
1610612757,POR,Portland,1631200,Kris Murray,13.52,4.4,1.14,13,10,0,0,4,22401116
1610612757,POR,Portland,1641871,Duop Reath,6.02,4.03,0.45,8,7,0,1,0,22401116
1610612757,POR,Portland,1631133,Jabari Walker,17.60,3.92,1.32,12,8,2,0,3,22401116
1610612757,POR,Portland,1641712,Rayan Rupert,12.00,4.52,1,17,12,1,2,0,22401116
1610612757,POR,Portland,1631303,Justin Minaya,7.55,4.7,0.68,12,11,0,0,1,22401116
1610612761,TOR,Toronto,1629628,RJ Barrett,26.23,4.28,1.99,59,36,11,7,4,22401116
